05693         C2016 03 07.38340 13 13 56.44 +02 17 01.1          19.0 Vq~1o1A703
05693         C2016 03 11.76398 13 07 49.98 +03 12 50.3          18.9 Rq~1ogxD29
05693         C2016 03 11.77812 13 07 48.67 +03 13 01.5          18.7 Rq~1ogxD29
05693         C2016 03 11.79226 13 07 47.33 +03 13 12.5          18.7 Rq~1ogxD29
05693         C2016 03 14.22403 13 04 02.15 +03 45 38.2          18.3 rR~1rhiG45
05693         C2016 03 14.23410 13 04 01.18 +03 45 47.5          19.2 rR~1rhiG45
05693         C2016 03 14.23932 13 04 00.63 +03 45 51.6          19.0 rR~1rhiG45
05693         C2016 03 14.23939 13 04 00.64 +03 45 52.0          19.1 rR~1rhiG45
05693         C2016 03 14.24444 13 04 00.14 +03 45 56.5          19.1 rR~1rhiG45
05693         C2016 03 14.24451 13 04 00.16 +03 45 56.2          19.1 rR~1rhiG45
05693         C2016 03 14.36658 13 03 48.13 +03 47 35.4          18.8 Vq~1ogx703
05693         C2016 03 14.37309 13 03 47.49 +03 47 40.6          19.1 Vq~1ogx703
05693         C2016 03 14.37960 13 03 46.83 +03 47 46.3          18.7 Vq~1ogx703
05693         C2016 03 14.38612 13 03 46.17 +03 47 51.6          18.8 Vq~1ogx703
05693         C2016 03 14.39243 13 03 45.55 +03 47 56.4          18.8 Vq~1ogxG96
05693         C2016 03 14.39752 13 03 45.05 +03 48 00.7          18.9 Vq~1ogxG96
05693         C2016 03 14.40260 13 03 44.54 +03 48 04.8          18.8 Vq~1ogxG96
05693         C2016 03 14.40769 13 03 44.03 +03 48 08.9          18.9 Vq~1ogxG96
05693         C2016 03 15.31119 13 02 16.31 +04 00 26.1          19.1 Vo~1ogx691
05693         C2016 03 15.31489 13 02 15.93 +04 00 29.3          19.1 Vo~1ogx691
05693         C2016 03 15.31858 13 02 15.54 +04 00 33.1          19.0 Vo~1ogx691
05693         C2016 03 17.22352 12 59 03.92 +04 26 43.3          18.9 rR~1ogxG45
05693         C2016 03 17.22849 12 59 03.41 +04 26 47.5          18.9 rR~1ogxG45
05693         C2016 03 17.23341 12 59 02.88 +04 26 51.9          19.0 rR~1ogxG45
05693         C2016 03 17.23835 12 59 02.36 +04 26 56.0          19.1 rR~1ogxG45
05693         C2016 03 17.24341 12 59 01.83 +04 26 59.9          19.1 rR~1ogxG45
05693        KC2016 03 19.06122 12 55 50.90 +04 52 15.0          18.7 Rq~1pVB160
05693        KC2016 03 19.06314 12 55 50.65 +04 52 16.9          18.5 Rq~1pVB160
05693        KC2016 03 19.06529 12 55 50.42 +04 52 18.7          18.4 Rq~1pVB160
05693        KC2016 03 26.26844712 42 17.69 +06 32 53.4          18.4 Vu~1pVBH21
05693        KC2016 03 26.27107012 42 17.36 +06 32 55.5          18.5 Vu~1pVBH21
05693        KC2016 03 26.27369312 42 17.04 +06 32 57.5          18.6 Vu~1pVBH21
05693        KC2016 03 26.27500512 42 16.89 +06 32 58.8          18.5 Vu~1pVBH21
05693        KC2016 03 26.27894012 42 16.41 +06 33 01.9          19.0 Vu~1pVBH21
05693        KC2016 03 26.28156312 42 16.09 +06 33 04.1          18.9 Vu~1pVBH21
05693        KC2016 03 26.28418612 42 15.76 +06 33 06.3          19.0 Vu~1pVBH21
05693        KC2016 03 26.28681012 42 15.46 +06 33 08.5          18.9 Vu~1pVBH21
05693        KC2016 03 26.28943412 42 15.14 +06 33 10.8          18.6 Vu~1pVBH21
05693        KC2016 03 26.29205712 42 14.81 +06 33 12.8          18.7 Vu~1pVBH21
05693        KC2016 03 26.29468112 42 14.49 +06 33 14.9          18.7 Vu~1pVBH21
05693        KC2016 03 26.29730412 42 14.17 +06 33 17.1          18.7 Vu~1pVBH21
05693        KC2016 03 26.29992712 42 13.86 +06 33 19.3          18.9 Vu~1pVBH21
05693        KC2016 03 26.30298812 42 13.49 +06 33 22.0          18.6 Vu~1pVBH21
05693        KC2016 03 27.07325 12 40 42.18 +06 43 57.3          19.1 Rq~1pVB160
05693        KC2016 03 27.07527 12 40 41.91 +06 43 58.7          19.4 Rq~1pVB160
05693        KC2016 03 27.07730 12 40 41.69 +06 44 01.5          18.7 Rq~1pVB160
05693         C2016 03 27.38717 12 40 04.94 +06 48 16.2          18.4 Vq~1pVBG96
05693         C2016 03 27.39544 12 40 03.94 +06 48 23.0          18.4 Vq~1pVBG96
05693         C2016 03 27.40156 12 40 03.20 +06 48 27.9          18.3 Vq~1pVBG96
05693         C2016 03 27.40765 12 40 02.43 +06 48 32.0                q~1pVBG96
05693         C2016 03 29.14084 12 36 34.83 +07 12 04.7          18.6 Ro~1pVBZ22
05693         C2016 03 29.15355 12 36 33.26 +07 12 15.7          18.6 Ro~1pVBZ22
05693         C2016 03 29.16647 12 36 31.70 +07 12 25.6          18.7 Ro~1pVBZ22
05693         C2016 03 29.48990 12 35 52.98 +07 16 46.2          18.1 wL~1pVBT05
05693         C2016 03 29.51199 12 35 50.27 +07 17 04.9          18.2 wL~1pVBT05
05693         C2016 03 29.53419 12 35 47.49 +07 17 22.3          18.2 wL~1pVBT05
05693         C2016 03 29.55672 12 35 44.78 +07 17 39.2          18.5 wL~1pVBT05
05693         C2016 03 30.15751 12 34 32.15 +07 25 38.9          18.5 Ro~1pVBZ22
05693         C2016 03 30.17091 12 34 30.48 +07 25 49.9          18.7 Ro~1pVBZ22
05693         C2016 03 30.18141 12 34 29.23 +07 25 58.3          18.2 Ro~1pVBZ22
05693         C2016 03 30.37362 12 34 06.10 +07 28 31.1          18.8 rR~1pVBG45
05693         C2016 03 30.37901 12 34 05.46 +07 28 35.2          18.9 rR~1pVBG45
05693         C2016 03 30.38437 12 34 04.79 +07 28 39.4          18.7 rR~1pVBG45
05693         C2016 03 30.38962 12 34 04.15 +07 28 43.4          18.8 rR~1pVBG45
05693         C2016 03 31.19724 12 32 26.83 +07 39 21.4          18.7 rR~1pVBG45
05693         C2016 03 31.20216 12 32 26.20 +07 39 25.5          18.8 rR~1pVBG45
05693         C2016 03 31.20715 12 32 25.59 +07 39 29.3          18.9 rR~1pVBG45
05693         C2016 03 31.21200 12 32 24.99 +07 39 33.4          18.8 rR~1pVBG45
05693         C2016 03 31.21702 12 32 24.36 +07 39 37.5          18.8 rR~1pVBG45
05693         C2016 03 31.37111 12 32 05.17 +07 41 37.8          19.0 rR~1pVBG45
05693         C2016 03 31.37665 12 32 04.49 +07 41 42.6          19.1 rR~1pVBG45
05693         C2016 03 31.38245 12 32 03.76 +07 41 46.6          18.7 rR~1pVBG45
05693         C2016 03 31.38793 12 32 03.11 +07 41 50.9          19.1 rR~1pVBG45
05693         C2016 03 31.39328 12 32 02.45 +07 41 55.4          18.8 rR~1pVBG45
05693         C2016 04 02.48135 12 27 48.71 +08 08 45.7          18.8 wL~1qGwT05
05693         C2016 04 02.50472 12 27 45.82 +08 09 03.6          19.0 wL~1qGwT05
05693         C2016 04 02.52821 12 27 42.76 +08 09 19.5          18.9 wL~1qGwT05
05693         C2016 04 02.55157 12 27 39.98 +08 09 38.6          18.7 wL~1qGwT05
05693         C2016 04 03.19648 12 26 22.17 +08 17 40.7          18.7 rR~1qswG45
05693         C2016 04 03.20170 12 26 21.51 +08 17 44.0          18.9 rR~1qswG45
05693         C2016 04 03.20674 12 26 20.92 +08 17 48.3          18.8 rR~1qswG45
05693         C2016 04 03.21183 12 26 20.27 +08 17 51.6          18.9 rR~1qswG45
05693         C2016 04 03.21690 12 26 19.64 +08 17 55.7          18.9 rR~1qswG45
05693        KC2016 04 05.96550 12 20 46.63 +08 51 03.5          18.4 Rq~1s7d160
05693        KC2016 04 05.96755 12 20 46.38 +08 51 06.1          18.8 Rq~1s7d160
05693        KC2016 04 05.96960 12 20 46.12 +08 51 08.4          18.1 Rq~1s7d160
05693         C2016 04 06.99493 12 18 43.15 +09 02 58.3          18.6  q~1qGwJ43
05693        KC2016 04 06.99779 12 18 42.61 +09 02 58.3          18.3 Rq~1qsw160
05693        KC2016 04 06.99984 12 18 42.40 +09 02 59.0          18.6 Rq~1qsw160
05693        KC2016 04 07.00148 12 18 42.23 +09 03 00.3          18.8 Rq~1qsw160
05693         C2016 04 07.00732 12 18 41.61 +09 03 06.8          18.5  q~1qGwJ43
05693         C2016 04 07.01969 12 18 40.11 +09 03 15.2          18.5  q~1qGwJ43
05693         C2016 04 07.03209 12 18 38.58 +09 03 23.5          18.5  q~1qGwJ43
05693         C2016 04 08.34042 12 16 02.66 +09 17 59.6          18.7 Rq~1qGwH45
05693         C2016 04 08.34137 12 16 02.50 +09 17 59.8          18.7 Rq~1qGwH45
05693         C2016 04 08.34223 12 16 02.44 +09 18 00.0          18.6 Rq~1qGwH45
05693         C2016 04 08.34319 12 16 02.30 +09 18 01.3          18.8 Rq~1qGwH45
05693         C2016 04 08.34417 12 16 02.17 +09 18 01.8          18.7 Rq~1qGwH45
05693         C2016 04 08.34512 12 16 02.11 +09 18 02.1          18.7 Rq~1qGwH45
05693         C2016 04 10.96065 12 10 56.93 +09 45 32.1          19.0 Ro~1qswZ22
05693         C2016 04 10.96765 12 10 56.12 +09 45 37.5          19.6 Ro~1qswZ22
05693         C2016 04 10.97730 12 10 54.88 +09 45 43.6          19.3 Ro~1qswZ22
05693        KC2016 04 11.00113 12 10 51.91 +09 45 54.9          18.9 Rq~1qsw160
05693        KC2016 04 11.00309 12 10 51.67 +09 45 55.7          18.8 Rq~1qsw160
05693        KC2016 04 11.00505 12 10 51.43 +09 45 56.1          18.5 Rq~1qsw160
05693        KC2016 04 12.97508 12 07 07.70 +10 05 01.3          18.6 Rq~1rhi160
05693        KC2016 04 12.97713 12 07 07.50 +10 05 02.7          18.6 Rq~1rhi160
05693        KC2016 04 12.97918 12 07 07.25 +10 05 04.0          17.9 Rq~1rhi160
05693         C2016 04 28.56722 11 42 30.04 +11 43 25.9          18.9 Rq~1rhiD29
05693         C2016 04 28.58490 11 42 28.68 +11 43 29.1          19.1 Rq~1rhiD29
05693         C2016 04 28.60258 11 42 27.32 +11 43 33.2          19.2 Rq~1rhiD29
05693         C2016 05 01.93929 11 38 34.86 +11 52 28.4          20.0 Ro~1s7dZ22
05693         C2016 05 01.94726 11 38 34.24 +11 52 29.5          20.1 Ro~1s7dZ22
05693         C2016 05 03.22201 11 37 13.97 +11 54 50.7          19.3 Vq~1s7d703
05693         C2016 05 03.24014 11 37 12.85 +11 54 52.2          18.8 Vq~1s7d703
05693         C2016 05 10.23308 11 31 17.72 +11 57 54.6          19.2 Vq~1sgeG96
05693         C2016 05 10.23761 11 31 17.52 +11 57 54.5          19.3 Vq~1sgeG96
05693         C2016 05 10.24213 11 31 17.32 +11 57 54.3          19.2 Vq~1sgeG96
05693         C2016 05 10.24665 11 31 17.13 +11 57 54.0          19.4 Vq~1sgeG96
05693         C2016 05 10.60498 11 31 02.75 +11 57 38.1          19.1 Rq~1sgeD29
05693         C2016 05 10.62266 11 31 02.00 +11 57 36.6          19.0 Rq~1sgeD29
05693         C2016 05 10.64033 11 31 01.29 +11 57 36.0          19.4 Rq~1sgeD29
05693         C2016 05 23.30153 11 26 21.572+11 25 32.50         19.3 iL~1tbrF51
05693         C2016 05 23.31315 11 26 21.469+11 25 29.56         19.3 iL~1tbrF51
05693         C2016 05 27.18806 11 26 17.09 +11 07 56.3          19.8 GVEJ099G45
05693         C2016 05 27.21025 11 26 17.06 +11 07 49.8          19.5 GVEJ099G45
05693         C2016 05 27.22922 11 26 17.10 +11 07 44.5          19.6 GVEJ099G45
05693         C2016 05 27.25117 11 26 17.19 +11 07 37.2          19.5 GVEJ099G45
05693         C2016 05 27.27285 11 26 17.23 +11 07 30.8          19.8 GVEJ099G45
05693         C2016 06 08.17846 11 29 31.54 +09 55 10.8          19.5 Vq~1uCPG96
05693         C2016 06 08.18404 11 29 31.68 +09 55 08.7          19.7 Vq~1uCPG96
05693         C2016 06 08.18960 11 29 31.83 +09 55 06.3          19.7 Vq~1uCPG96
05693         C2016 06 08.19524 11 29 31.98 +09 55 04.1          19.7 Vq~1uCPG96
05693        KC2016 12 24.16158 11 49 20.21 +04 42 24.2          16.1 Rq~24VT160
05693        KC2016 12 24.16293 11 49 19.74 +04 42 29.1          16.0 Rq~24VT160
05693        KC2016 12 24.16412 11 49 19.31 +04 42 33.8          15.9 Rq~24VT160
05693         C2016 12 24.48349 11 47 30.24 +05 01 54.3          15.9 Vq~24VTG96
05693         C2016 12 24.48786 11 47 28.68 +05 02 10.1          15.9 Vq~24VTG96
05693         C2016 12 24.49219 11 47 27.14 +05 02 25.8          16.0 Vq~24VTG96
05693         C2016 12 24.49656 11 47 25.59 +05 02 41.6          16.0 Vq~24VTG96
05693         C2016 12 29.46165 11 18 33.09 +09 57 50.2          15.7 Rq~24VTH45
05693         C2016 12 29.46219 11 18 32.89 +09 57 52.2          15.7 Rq~24VTH45
05693         C2016 12 29.46271 11 18 32.70 +09 57 54.0          15.7 Rq~24VTH45
05693         C2016 12 29.46334 11 18 32.46 +09 57 56.1          15.7 Rq~24VTH45
05693         C2016 12 29.46392 11 18 32.25 +09 57 58.1          15.8 Rq~24VTH45
05693         C2016 12 29.46461 11 18 31.99 +09 58 00.6          15.8 Rq~24VTH45
05693        KC2017 01 01.14355 11 02 34.04 +12 31 16.0          15.2 Rq~254H160
05693        KC2017 01 01.14474 11 02 33.60 +12 31 20.1          15.2 Rq~254H160
05693        KC2017 01 01.14593 11 02 33.16 +12 31 24.2          15.1 Rq~254H160
05693         C2017 01 03.62005 10 47 37.51 +14 47 00.3          15.6 wL~254HT05
05693         C2017 01 03.63226 10 47 32.90 +14 47 39.4          15.7 wL~254HT05
05693         C2017 01 03.65471 10 47 24.43 +14 48 50.6          15.7 wL~254HT05
05693         C2017 01 03.67091 10 47 18.34 +14 49 41.9          15.7 wL~254HT05
05693         C2017 01 03.73310 10 46 57.38 +14 52 52.6          15.3 Rq~254HQ11
05693         C2017 01 03.73593 10 46 56.30 +14 53 01.8          15.4 Rq~254HQ11
05693         C2017 01 03.73875 10 46 55.25 +14 53 10.8          15.4 Rq~254HQ11
05693        KC2017 01 04.10168 10 44 43.23 +15 12 16.8          15.7 Rq~254H160
05693        KC2017 01 04.10314 10 44 42.68 +15 12 21.5          15.7 Rq~254H160
05693        KC2017 01 04.10461 10 44 42.14 +15 12 25.9          15.7 Rq~254H160
05693         C2017 01 04.47851 10 42 25.80 +15 32 07.4          15.4 Vq~254HG96
05693         C2017 01 04.48281 10 42 24.18 +15 32 20.7          15.4 Vq~254HG96
05693         C2017 01 04.48716 10 42 22.55 +15 32 34.3          15.4 Vq~254HG96
05693         C2017 01 04.49147 10 42 20.93 +15 32 47.7          15.4 Vq~254HG96
05693         C2017 01 04.55691 10 41 57.97 +15 36 19.0          15.7 wL~254HT05
05693         C2017 01 04.56153 10 41 56.22 +15 36 33.5          15.7 wL~254HT05
05693         C2017 01 04.57930 10 41 49.51 +15 37 29.0          15.7 wL~254HT05
05693         C2017 01 04.58624 10 41 46.88 +15 37 50.8          15.7 wL~254HT05
05693        KC2017 01 05.11432 10 38 34.98 +16 04 51.7          15.4 Rq~25Tg160
05693        KC2017 01 05.11564 10 38 34.49 +16 04 55.8          15.3 Rq~25Tg160
05693        KC2017 01 05.11697 10 38 34.02 +16 04 59.8          15.4 Rq~25Tg160
05693         C2017 01 05.29223 10 37 31.93 +16 13 58.8          15.8 rR~25TgG45
05693         C2017 01 05.30822 10 37 26.00 +16 14 48.5          15.7 rR~25TgG45
05693         C2017 01 05.31301 10 37 24.22 +16 15 03.1          15.7 rR~25TgG45
05693         C2017 01 05.31804 10 37 22.35 +16 15 18.7          15.8 rR~25TgG45
05693         C2017 01 05.34024 10 37 14.06 +16 16 27.1          15.7 rR~25TgG45
05693         C2017 01 05.35018 10 37 10.35 +16 16 57.9          15.7 rR~25TgG45
05693        KC2017 01 05.98281 10 33 20.67 +16 48 43.2          14.7 Ro~254H107
05693        KC2017 01 05.98519 10 33 19.82 +16 48 50.2          15.3 Ro~254H107
05693        KC2017 01 05.98757 10 33 18.94 +16 48 57.5          15.3 Ro~254H107
05693        KC2017 01 05.98996 10 33 18.02 +16 49 04.1          15.3 Ro~254H107
05693        KC2017 01 07.08742 10 26 39.12 +17 42 54.1                q~281c160
05693        KC2017 01 07.08886 10 26 38.59 +17 42 58.5          15.2 Rq~281c160
05693        KC2017 01 07.09019 10 26 38.07 +17 43 02.5                q~281c160
05693         C2017 01 08.50096 10 18 09.66 +18 49 27.4          15.2 wL~25TgT05
05693         C2017 01 08.50621 10 18 07.70 +18 49 41.9          15.2 wL~25TgT05
05693         C2017 01 08.52541 10 18 00.54 +18 50 34.9          15.2 wL~25TgT05
05693         C2017 01 08.53276 10 17 57.80 +18 50 55.1          15.2 wL~25TgT05
05693         C2017 01 09.41900 10 12 39.92 +19 30 33.7          15.4 Vq~25Tg703
05693         C2017 01 09.42389 10 12 38.10 +19 30 46.8          15.4 Vq~25Tg703
05693         C2017 01 09.42875 10 12 36.32 +19 30 59.5          15.5 Vq~25Tg703
05693         C2017 01 09.43370 10 12 34.48 +19 31 12.5          15.4 Vq~25Tg703
05693        KC2017 01 10.06948 10 08 48.21 +19 58 43.7          15.2 Rq~25pp160
05693        KC2017 01 10.07091 10 08 47.68 +19 58 47.4          15.2 Rq~25pp160
05693        KC2017 01 10.07233 10 08 47.17 +19 58 51.1          15.0 Rq~25pp160
05693         C2017 01 16.51667 09 32 10.29 +23 55 16.4          15.2 wL~25ppT05
05693         C2017 01 16.53075 09 32 05.59 +23 55 42.0          15.2 wL~25ppT05
05693         C2017 01 16.54497 09 32 00.81 +23 56 08.0          15.2 wL~25ppT05
05693         C2017 01 16.55619 09 31 57.06 +23 56 28.1          15.2 wL~25ppT05
05693         C2017 01 16.56848 09 31 52.96 +23 56 50.0          15.2 wL~25ppT05
05693         C2017 01 18.20626 09 23 15.45 +24 44 13.9          15.5 Rr~25ppY00
05693         C2017 01 18.20765 09 23 14.85 +24 44 15.1          15.6 Rr~25ppY00
05693         C2017 01 18.20901 09 23 14.47 +24 44 19.6          15.5 Rr~25ppY00
05693         C2017 01 20.81943 09 10 12.79 +25 48 34.4          15.2 Rq~2669K74
05693         C2017 01 20.82097 09 10 12.34 +25 48 36.4          15.2 Rq~2669K74
05693         C2017 01 20.82855 09 10 10.12 +25 48 47.1          15.1 Rq~2669K74
05693         C2017 01 20.83010 09 10 09.67 +25 48 49.3          15.1 Rq~2669K74
05693        KC2017 01 21.02623 09 09 11.81 +25 53 19.9          15.3 Rq~2669160
05693        KC2017 01 21.02754 09 09 11.42 +25 53 21.7          15.3 Rq~2669160
05693        KC2017 01 21.02885 09 09 11.03 +25 53 23.2          14.8 Rq~2669160
05693         C2017 01 21.49664 09 06 58.78 +26 03 23.9          15.3 Ro~2669C94
05693         C2017 01 21.49983 09 06 57.87 +26 03 28.0          15.2 Ro~2669C94
05693         C2017 01 21.50380 09 06 56.78 +26 03 33.6          15.2 Ro~2669C94
05693         C2017 01 21.54657 09 06 44.61 +26 04 30.0          15.3 Ro~2669C94
05693         C2017 01 21.55029 09 06 43.54 +26 04 34.8          15.2 Ro~2669C94
05693         C2017 01 21.75671 09 05 43.70 +26 09 10.3          15.5 Rq~2669D29
05693         C2017 01 21.77527 09 05 38.29 +26 09 33.2          15.5 Rq~2669D29
05693         C2017 01 21.79383 09 05 32.90 +26 09 56.0          15.5 Rq~2669D29
05693         C2017 01 21.82594309 05 25.83 +26 10 25.4          15.4 Vq~2669G34
05693         C2017 01 21.82888509 05 24.97 +26 10 29.0          15.6 Vq~2669G34
05693         C2017 01 21.83182809 05 24.22 +26 10 33.4          15.9 Vq~2669G34
05693         C2017 01 21.83477009 05 23.31 +26 10 36.9          15.7 Vq~2669G34
05693         C2017 01 21.89097 09 05 07.33 +26 11 49.9          15.4 Rq~2669B92
05693         C2017 01 21.90295 09 05 03.99 +26 12 06.2          15.0 Ru~2669107
05693         C2017 01 21.90542 09 05 03.22 +26 12 08.4          15.4 Rq~2669B92
05693         C2017 01 21.90650 09 05 02.97 +26 12 10.7          15.0 Ru~2669107
05693         C2017 01 21.91044 09 05 01.83 +26 12 15.8          15.0 Ru~2669107
05693         C2017 01 21.91439 09 05 00.70 +26 12 20.7          14.9 Ru~2669107
05693         C2017 01 21.91986 09 04 59.09 +26 12 26.9          15.4 Rq~2669B92
05693         C2017 01 21.93431 09 04 54.96 +26 12 45.3          15.4 Rq~2669B92
05693         C2017 01 21.94875 09 04 50.83 +26 13 03.6          15.4 Rq~2669B92
05693         C2017 01 21.96318 09 04 46.68 +26 13 21.8          15.5 Rq~2669B92
05693         C2017 01 21.97763 09 04 42.53 +26 13 40.1          15.4 Rq~2669B92
05693         C2017 01 21.99207 09 04 38.38 +26 13 58.1          15.4 Rq~2669B92
05693         C2017 01 23.88775 08 56 05.77 +26 50 04.4          15.5 Rq~2669B92
05693         C2017 01 23.90220 08 56 01.90 +26 50 20.2          15.4 Rq~2669B92
05693         C2017 01 23.93109 08 55 54.17 +26 50 51.5          15.5 Rq~2669B92
05693         C2017 01 23.95998 08 55 46.40 +26 51 22.5          15.4 Rq~2669B92
05693         C2017 01 23.98885 08 55 38.62 +26 51 53.3          15.6 Rq~2669B92
05693         C2017 01 24.45691 08 53 37.26 +27 00 04.0          15.7 wL~2669T05
