G1989J78C00A  C2003 02 25.86709 08 38 38.30 -05 57 48.0          15.6 Vch3601240
G1989J78C00A  C2003 02 25.86788 08 38 38.17 -05 57 42.5          15.6 Vch3601240
G1989J78C00A  C2003 02 25.86795 08 38 38.16 -05 57 40.3          15.8 Vch3601151
G1989J78C00A  C2003 02 25.86840 08 38 37.48 -05 57 39.0          16.2  ih3601057
G1989J78C00A  C2003 02 25.86865 08 38 38.04 -05 57 36.8          15.6 Vch3601240
G1989J78C00A  C2003 02 25.86888 08 38 38.00 -05 57 35.0          15.8 Vch3601151
G1989J78C00A  C2003 02 25.86942 08 38 37.91 -05 57 31.2          15.6 Vch3601240
G1989J78C00A  C2003 02 25.89339 08 38 33.84 -05 54 37.5          15.0 Rch3601215
G1989J78C00A  C2003 02 25.89398 08 38 33.72 -05 54 33.0          14.8 Rch3601215
G1989J78C00A  C2003 02 25.89450 08 38 33.65 -05 54 29.4          14.8 Rch3601215
G1989J78C00A  C2003 02 26.81256 08 36 12.46 -04 01 47.7          15.8 Vch3601151
G1989J78C00A  C2003 02 26.81352 08 36 12.33 -04 01 41.0          15.6 Vch3601151
G1989J78C00A  C2003 02 26.81500 08 36 12.10 -04 01 30.1          15.5 Vch3601151
G1989J78C00A  C2003 02 26.81723 08 36 11.71 -04 01 13.2          15.6 Vch3601151
G1989J78C00A  C2003 02 26.81935 08 36 11.36 -04 00 57.2          15.4 Vch3601151
G1989J78C00A  C2003 02 26.81980 08 36 11.20 -04 00 51.2          15.5 Vch3601151
G1989J78C00A  C2003 02 26.82071 08 36 11.07 -04 00 44.9          15.6 Vch3601151
G1989J78C00A  C2003 02 26.82189 08 36 10.95 -04 00 38.6          15.5 Vch3601151
G1989J78C00A  C2003 02 26.82602 08 36 10.24 -04 00 07.4          15.5 Vch3601151
G1989J78C00A  C2003 02 26.82678 08 36 10.10 -04 00 01.2          15.4 Vch3601151
G1989J78C00A  C2003 02 26.83113 08 36 09.40 -03 59 29.3          15.3 Vch3602151
G1989J78C00A  C2003 02 26.83324 08 36 09.04 -03 59 13.5          15.2 Vch3602151
G1989J78C00A  C2003 02 27.04021 08 35 37.77 -03 33 01.7          15.8  ch3602H72
G1989J78C00A  C2003 02 27.04134 08 35 37.60 -03 32 53.3          15.7  ch3602H72
G1989J78C00A  C2003 02 27.05100 08 35 35.87 -03 31 40.2          16.2  ch3602H72
G1989J78C00A  C2003 02 27.05366 08 35 35.49 -03 31 20.0          16.1  ch3602H72
G1989J78C00A  C2003 02 27.12588 08 35 23.12 -03 22 14.2          16.0  ch3602H72
G1989J78C00A  C2003 02 27.12755 08 35 22.82 -03 22 01.4          16.1  ch3602H72
G1989J78C00A  C2003 02 27.12867 08 35 22.70 -03 21 53.2          15.9  ch3602H72
G1989J78C00A  C2003 02 27.13030 08 35 22.40 -03 21 40.7          15.9  ch3602H72
G1989J78C00A  C2003 02 27.13318 08 35 21.89 -03 21 19.0          15.9  ch3602H72
G1989J78C00A  C2003 02 27.13418 08 35 21.67 -03 21 11.0          15.8  ch3602H72
G1989J78C00A  C2003 02 27.52571 08 34 21.20 -02 31 32.2          16.1 Vmh3602300
G1989J78C00A  C2003 02 27.53356 08 34 19.87 -02 30 31.6          15.7 Vmh3602300
G1989J78C00A  C2003 02 27.54145 08 34 18.51 -02 29 30.8          15.6 Vmh3602300
G1989J78C00A  C2003 02 27.54932 08 34 17.18 -02 28 30.8          15.4 Vmh3602300
G1989J78C00A  C2003 02 27.88161 08 33 25.67 -01 45 53.2          14.9 Rch3602639
G1989J78C00A  C2003 02 27.90013 08 33 22.54 -01 43 30.2          14.8 Rch3602639
G1989J78C00A  C2003 02 27.91278 08 33 20.45 -01 41 51.1          15.5 Rch3602639
G1989J78C00A  C2003 02 27.92184 08 33 18.89 -01 40 41.4          14.7 Rch3602639
G1989J78C00A  C2003 02 28.02508 08 33 03.86 -01 26 24.4          14.4 Rch3602860
G1989J78C00A  C2003 02 28.02626 08 33 03.73 -01 26 13.3          14.3 Rch3602860
G1989J78C00A  C2003 02 28.02742 08 33 03.45 -01 26 04.8          14.4 Rch3602860
G1989J78C00A  C2003 02 28.04715 08 33 01.49 -01 24 08.5          15.7   h3602H72
G1989J78C00A  C2003 02 28.05095 08 33 00.79 -01 23 38.3          15.9   h3602H72
G1989J78C00A  C2003 02 28.06034 08 32 59.23 -01 22 25.6          16.4   h3602H72
G1989J78C00A  C2003 02 28.06146 08 32 58.97 -01 22 16.5          16.0   h3602H72
G1989J78C00A  C2003 02 28.06378 08 32 58.58 -01 21 57.8          16.2   h3602H72
G1989J78C00A  C2003 02 28.06499 08 32 58.48 -01 21 49.2          16.2   h3602H72
G1989J78C00A  C2003 02 28.06701 08 32 58.05 -01 21 33.6          16.1   h3602H72
G1989J78C00A  C2003 03 01.90274 08 28 12.82 +02 43 36.3          14.7 R h3602941
G1989J78C00A  C2003 03 01.90365 08 28 12.70 +02 43 43.5          14.7 R h3602941
G1989J78C00A  C2003 03 01.90455 08 28 12.61 +02 43 51.4          14.7 R h3602941
G1989J78C00A  C2003 03 01.90546 08 28 12.49 +02 43 58.5          14.6 R h3602941
G1989J78C00A  C2003 03 01.90637 08 28 12.33 +02 44 05.9          14.6 R h3602941
G1989J78C00A  C2003 03 01.90728 08 28 12.11 +02 44 13.3          14.7 R h3602941
G1989J78C00A  C2003 03 01.90818 08 28 11.96 +02 44 20.7          14.6 R h3602941
G1989J78C00A  C2003 03 01.90909 08 28 11.86 +02 44 28.2          14.6 R h3602941
G1989J78C00A  C2003 03 02.00591 08 27 55.44 +02 57 42.4                dh3602170
G1989J78C00A  C2003 03 02.00777 08 27 55.13 +02 57 57.7                dh3602170
G1989J78C00A  C2003 03 02.01200 08 27 54.45 +02 58 32.6                dh3602170
